id,codigo,nombre,estado,municipio,region,cantidad_postes,fecha_autorizacion
vgt_2024_p_412,VGT-2024-P-412,TENDIDO DE FIBRA ÓPTICA URBANIZACION FERMIN TORO,PORTUGUESA,GUANARE,andes,55,2023-10-15
vgt_2024_p_1297,VGT-2024-P-1297,RUTA FIBRA OPTICA PAYARA EDO. PORTUGUESA,PORTUGUESA,PAEZ,andes,312,2024-10-25
vgt_2024_p_1295,VGT-2024-P-1295,RUTA FIBRA OPTICA TRONCAL ACARIGUA PAYARA,PORTUGUESA,PAEZ,andes,202,
vgt_2024_p_2155,VGT-2024-P-2155,"RUTA FIBRA OPTICA PROYECTO RED GPON LA COMUNIDAD NUEVA Y VIEJA, COROMOTO, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,303,2024-11-28
vgt_2023_p_1489,VGT-2023-P-1489,TENDIDO DE FIBRA ÓPTICA URB. LA GRANJA,PORTUGUESA,GUANARE,andes,50,2023-11-10
vgt_2023_p_1672,VGT-2023-P-1672,TENDIDO DE FIBRA ÓPTICA TRAMO SAN ANTONIO - VILLA PASTORA,PORTUGUESA,PAEZ,andes,338,2023-12-19
vgt_2024_p_1852,VGT-2024-P-1852,"PROYECTO BARRIO LA CONSTITUYENTE, ACARIGUA, EDO. PORTUGUESA",PORTUGUESA,PAEZ,andes,93,2024-09-26
vgt_2024_p_1900,VGT-2024-P-1900,TENDIDO DE FIBRA ÓPTICA BARRIO EL BOSQUE PARAISO,PORTUGUESA,OSPINO,andes,100,2024-10-04
vgt_2024_p_384,VGT-2024-P-384,TENDIDO DE FIBRA ÓPTICA BISCUCUY,PORTUGUESA,SUCRE,andes,287,2023-08-04
vgt_2024_p_385,VGT-2024-P-385,TENDIDO DE FIBRA ÓPTICA TRONCAL LAS CRUCES- BISCUCUY EDO. PORTUGUESA,PORTUGUESA,SUCRE,andes,361,2024-01-23
vgt_2024_p_1988,VGT-2024-P-1988,"PROYECTO BARRIO ARAGUANEY, ACARIGUA, EDO PORTUGUESA",PORTUGUESA,ACARIGUA,andes,135,2024-10-16
vgt_2024_p_1989,VGT-2024-P-1989,"PROYECTO URB. SAN JOSÉ I, ARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,79,2024-10-16
vgt_2024_p_2188,VGT-2024-P-2188,RED GPON JOSE ANTONIO PAEZ EDO PORTUGUESA,PORTUGUESA,OSPINO,andes,80,2024-11-13
vgt_2024_p_2309,VGT-2024-P-2309,"SOLICITUD DE PERMISOLOGIA PROYECTO RED GPON ESTADIO-CICLO BÁSICO,",PORTUGUESA,TUREN,andes,123,
vgt_2024_p_2339,VGT-2024-P-2339,"PROYECTO RED GPON EL PROGRESO GUANARE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,171,2024-03-12
vgt_2024_p_2347,VGT-2024-P-2347,RED GPON VALLE CENTRO - OSPINO,PORTUGUESA,OSPINO,andes,78,2024-04-12
vgt_2024_p_2196,VGT-2024-P-2196,RED GPON PRADOS DEL SOL II,PORTUGUESA,SAMUEL DARIA MALDONADO,andes,126,2024-11-13
vgt_2024_p_2201,VGT-2024-P-2201,"RED GPON  PAYARA LOS MAMONES, EDO PORTUGUESA",PORTUGUESA,PAEZ,andes,126,2024-11-14
vgt_2024_p_2202,VGT-2024-P-2202,"RED GPON  PAYARA LOS PUERTOS, EDO PORTUGUESA",PORTUGUESA,PAEZ,andes,108,2024-11-14
vgt_2024_p_1853,VGT-2024-P-1853,"PROYECTO EL TERMINAL BISCUCUY, EDO. PORTUGUESA",PORTUGUESA,SUCRE,andes,14,2024-09-26
vgt_2024_p_2370,VGT-2024-P-2370,TENDIDO DE FIBRA ÓPTICA RED GPON URB SANTA,PORTUGUESA,ARAURE,andes,147,2024-12-06
vgt_2024_p_2374,VGT-2024-P-2374,PROYECTO RUTA FIBRA OPTICA SAN MIGUEL - RIO ACARIGUA,PORTUGUESA,ARAURE,andes,86,
vgt_2024_p_2452,VGT-2024-P-2452,PROYECTO RED GPON ZONA CENTRO II GUANARE EDO PORTUGUESA,PORTUGUESA,GUANARE,andes,257,2024-12-02
vgt_2024_p_2459,VGT-2024-P-2459,"TENDIDO DE FIBRA ÓPTICA RED GPON CASERIO CHISPA,TUREN",PORTUGUESA,TUREN,andes,119,2024-12-18
vgt_2024_p_2460,VGT-2024-P-2460,NUEVO PROYECTO SECTOR ALTAMIRA ACARIGUA,PORTUGUESA,PAEZ,andes,50,2024-12-18
vgt_2024_p_2030,VGT-2024-P-2030,PROYECTO TENDIDO DE FIBRA  ZONA CENTRO ACARIGUA,PORTUGUESA,ACARIGUA,andes,49,2024-10-23
vgt_2024_p_2461,VGT-2024-P-2461,PROYECTO RED GPON ALGODONAL,PORTUGUESA,ARAURE,andes,179,2024-12-19
vgt_2024_p_2464,VGT-2024-P-2464,"PROYECTO RED GPON TURENLINDA, MERECURE Y JACOBERA",PORTUGUESA,OSPINO,andes,184,2024-12-19
vgt_2024_p_2465,VGT-2024-P-2465,RED GPON TRONCAL TUREN LAS MARIAS,PORTUGUESA,ACARIGUA,andes,70,2024-12-19
vgt_2024_p_2470,VGT-2024-P-2470,RED GPON LA VEGA SECTOR II,PORTUGUESA,TUREN,andes,110,2024-12-23
vgt_2024_p_2471,VGT-2024-P-2471,"RED GPON LA TRINIDAD, MCPIO. OSPINO",PORTUGUESA,TUREN,andes,208,2024-12-23
vgt_2025_p_72,VGT-2025-P-72,"RED GPON VILLA ARAURE II, EDO. PORTUGUESA",PORTUGUESA,TUREN,andes,153,2025-01-13
vgt_2025_p_73,VGT-2025-P-73,"RED GPON VILLA ARAURE I, EDO. PORTUGUESA",PORTUGUESA,OSPINO,andes,134,2025-01-13
vgt_2025_p_133,VGT-2025-P-133,"RED GPON BRUZUAL, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,55,2025-01-17
vgt_2025_p_16,VGT-2025-P-16,"RED GPON TRONCAL BUENAVENTURA, VILLA ARAURE, ARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,101,
vgt_2025_p_317,VGT-2025-P-317,"RED GPON RED GPON URB PEDRO CAMEJO, ACARIGUA, EDO. PORTUGUESA -",PORTUGUESA,TUREN,andes,94,2025-02-05
vgt_2025_p_401,VGT-2025-P-401,"RED GPON ESTADIO YANKEES PIEDRA, BARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,49,2025-03-31
vgt_2025_p_412,VGT-2025-P-412,"RED GPON BARAURE II, EDO PORTUGUESA -",PORTUGUESA,PAEZ,andes,221,2025-03-31
vgt_2025_p_551,VGT-2025-P-551,"RED GPON VILLA ARAURE III, EDO. PORTUGUESA",PORTUGUESA,PAEZ,andes,139,2025-03-31
vgt_2025_p_556,VGT-2025-P-556,"RED GPON BELLA VISTA, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,98,2025-03-31
vgt_2025_p_332,VGT-2025-P-332,"RED GPON LA ROJEÑA, RIO ACARIGUA, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,72,2025-02-06
vgt_2025_p_1920,VGT-2025-P-1920,"RED GPON AMPLIACION OSPINO, EDO. PORTUGUESA",PORTUGUESA,PAEZ,andes,691,2025-04-23
vgt_2024_p_1854,VGT-2024-P-1854,"PROYECTO EL ROSAL BISCUCUY, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,29,2024-09-26
vgt_2024_p_61,VGT-2024-P-61,PROYECTO LA IMPORTANCIA EL CAMBIO - GUANARE,PORTUGUESA,OSPINO,andes,84,2024-01-12
vgt_2025_p_2075,VGT-2025-P-2075,"RED GPON SAN RAFAEL DE ONOTO, EDO. PORTUGUESA -",PORTUGUESA,SUCRE,andes,636,2025-05-15
vgt_2025_p_2135,VGT-2025-P-2135,"PROYECTO RED GPON, VILLA DEL PILAR II, ARAURE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,301,2025-05-20
vgt_2025_p_2143,VGT-2025-P-2143,"RED GPON URB 5 DE DICIEMBRE, LIMONCITO, SAN PABLO, TAMARINDO, EDO. PORTUGUESA",PORTUGUESA,SAN RAFAEL DE ONOTO,andes,423,2025-05-21
vgt_2025_p_440,VGT-2025-P-440,"RED GPON SOL DE JUSTICIA, GUANARE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,243,2025-02-17
vgt_2025_p_1611,VGT-2025-P-1611,"TRONCAL GUANARE - GUANARITO, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,712,2025-03-19
vgt_2025_p_2672,VGT-2025-P-2672,"PROYECTO RED GPON EXPANSION AGUA BLANCA, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,705,2025-08-05
vgt_2025_p_2725,VGT-2025-P-2725,"RED GPON VILLA ARAURE SECTOR ARBOLEDA, EDO. PORTUGUESA -",PORTUGUESA,GUANARE,andes,80,2025-08-13
vgt_2025_p_2737,VGT-2025-P-2737,"RED GPON URBANIZACION MARIA JOSE, ARAURE, EDO. PORTUGUESA",PORTUGUESA,AGUA BLANCA,andes,40,2025-08-13
vgt_2025_p_2742,VGT-2025-P-2742,"RED GPON URBANIZACION 24 DE JULIO, ACARIGUA, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,273,2025-08-14
vgt_2025_p_2744,VGT-2025-P-2744,"TRONCAL VILLA DEL PILAR, MISIA AMELIA, LA TAPA, ACARIGUA, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,58,2025-08-14
vgt_2025_p_2730,VGT-2025-P-2730,"RED GPON SECTOR EL MUERTICO ANDRES ELOY BLANCO, ACARIGUA, EDO. PORTUGUESA -",PORTUGUESA,PAEZ,andes,607,2025-08-13
vgt_2025_p_1578,VGT-2025-P-1578,"RED GPON BARRIO CEMENTERIO, SECTOR COLOMBIA SUR, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,132,2025-03-17
vgt_2025_p_2705,VGT-2025-P-2705,"RED GPON URBANIZACIÓN EL TRÉBOL, GUANARE, EDO. PORTUGUESA",PORTUGUESA,PAEZ,andes,26,2025-08-11
vgt_2025_p_2706,VGT-2025-P-2706,"RED GPON URBANIZACIÓN EL PASEO, GUANARE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,26,2025-08-11
vgt_2025_p_2710,VGT-2025-P-2710,"RED GPON LA COLINA PARTE ALTA , GUANARE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,131,2025-08-11
vgt_2025_p_2718,VGT-2025-P-2718,"RED GPON SECTOR GATO NEGRO, GUANARE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,349,2025-08-12
vgt_2025_p_1612,VGT-2025-P-1612,"RED GPON BARRIO CEMENTERIO, SECTOR SAN JOSE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,58,2025-03-17
vgt_2025_p_2756,VGT-2025-P-2756,"PROYECTO RED GPON SECTOR FE Y ALEGRÍA, ARAURE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,192,2025-08-18
vgt_2025_p_2761_vgt_2026_dp_013,VGT-2025-P-2761 / VGT-2026-DP-013,"RED GPON SECTOR MISIA AMELIA - VENCEDORES, ARAURE, EDO. PORTUGUESA / DESINCORPORADO",PORTUGUESA,GUANARE,andes,87,
vgt_2025_p_2772,VGT-2025-P-2772,"RED GPON SECTOR ALTAMIRA ETAPA II, ACARIGUA, EDO. PORTUGUESA",PORTUGUESA,PAEZ,andes,227,2025-08-19
vgt_2025_p_2774,VGT-2025-P-2774,"RED GPON SECTOR PALO GORDO, ARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,78,2025-08-19
vgt_2025_p_2801,VGT-2025-P-2801,"RED GPON SECTOR URBANIZACIÓN NUEVA VENEZUELA, ACARIGUA, EDO. PORTUGUESA -",PORTUGUESA,PAEZ,andes,602,2025-08-20
vgt_2025_p_2804,VGT-2025-P-2804,"RED GPON SECTOR LOS CAPUCHINOS, ARAURE, EDO. PORTUGUES",PORTUGUESA,ARAURE,andes,124,2025-08-21
vgt_2025_p_2845,VGT-2025-P-2845,"SECTOR TERRAZAS DE SAN JOSE, ARAURE, EDO. PORTUGUESA",PORTUGUESA,PAEZ,andes,171,2025-08-27
vgt_2025_p_2917,VGT-2025-P-2917,"TRONCAL RÍO ACARIGUA - CAMBURITO FUNDA BARRIOS, ARAURE, EDO. PORTUGUESA -",PORTUGUESA,PAEZ,andes,77,2025-08-28
vgt_2025_p_2929,VGT-2025-P-2929,"RED GPON URB FUNDA BARRIO, ARAURE, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,418,2025-08-29
vgt_2025_p_2927,VGT-2025-P-2927,"RED GPON CAMBURITO, ARAURE, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,222,2025-08-29
vgt_2025_p_2759,VGT-2025-P-2759,"RED GPON SECTOR LA TAPA DE PIEDRA, ARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,260,2025-08-18
vgt_2025_p_2840,VGT-2025-P-2840,"RED GPON URB EL PLACER, GUANARE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,91,2025-08-27
vgt_2025_p_2844,VGT-2025-P-2844,"RED GPON JUAN PABLO II CIUDAD KANAN, GUANARE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,298,2025-08-27
vgt_2025_p_3105,VGT-2025-P-3105,"RED GPON LOS CORTIJOS, ACARIGUA ETAPA 2, EDO. PORTUGUESA",PORTUGUESA,SAN JUANB DE GUANARE,andes,279,2025-09-18
vgt_2025_p_3097,VGT-2025-P-3097,"PROYECTO RED GPON MALABARES GUANARE ETAPA 2, EDO. PORTUGUESA -",PORTUGUESA,GUANARE,andes,89,2025-09-23
vgt_2025_p_3365,VGT-2025-P-3365,"RED GPON BELLA VISTA, GUANARE, EDO. PORTUGUESA -",PORTUGUESA,GUANARE,andes,31,2025-12-02
vgt_2025_p_3690,VGT-2025-P-3690,"PROYECTO RED GPON GUAFILLAS, ARAURE, EDO. PORTUGUESA",PORTUGUESA,GUANARE,andes,54,2026-01-06
vgt_2026_p_108,VGT-2026-P-108,"PROYECTO RED GPON SECTOR CASERÍO LOS BOTALONES, ARAURE, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,62,2026-02-05
vgt_2025_p_111,VGT-2025-P-111,"PROYECTO RED GPON LA LUCIA - LOS TANQUES, ARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,154,2026-02-05
vgt_2026_p_106,VGT-2026-P-106,"PROYECTO RED GPON LOS MALABARES, ARAURE, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,90,2026-02-05
vgt_2026_p_099,VGT-2026-P-099,"PROYECTO RED GPON TRONCAL BUENA AVENTURA - LA LUCIA, ARAURE, EDO. PORTUGUESA",PORTUGUESA,ARAURE,andes,230,2026-02-05
vgt_2026_p_100,VGT-2026-P-100,"PROYECTO RED GPON LA LUCIA, ARAURE, EDO. PORTUGUESA -",PORTUGUESA,ARAURE,andes,57,2026-02-12
vgt_2023_p_337,VGT-2023-P-337,NUEVO EMPLAZAMIENTO SANTA BARBARA,BARINAS,EZEQUIEL ZAMORA,andes,285,2023-05-04
vgt_2023_p_277,VGT-2023-P-277,TENDIDO DE FIBRA OPTICA SABANETA BARINAS,BARINAS,SABANETA,andes,172,2023-05-04
vgt_2023_p_269,VGT-2023-P-269,PROYECTO MODIFICADO BARINAS JUAN PABLO,BARINAS,BARINAS,andes,1156,2023-05-04
vgt_2023_p_427,VGT-2023-P-427,NUEVO EMPLAZAMIENTO BARINAS PARTE II (CORRALITO) /YA SE INSPECCIONO NO HAN EMITIDO CARTA DE DESINCORPORACIÓN,BARINAS,EN PROCESO DE DESINCORPORACION (VGT-2024-DP-018),andes,472,2023-06-12
vgt_2023_p_1576,VGT-2023-P-1576,TENDIDO DE FIBRA OPTICA BARRANCAS - BARINAS,BARINAS,CRUZ PAREDES,andes,387,2024-01-24
vgt_2024_p_99,VGT-2024-P-99,PROYECTO SAN SILVESTRE EDO. BARINAS,BARINAS,BARINAS,andes,490,2024-02-21
vgt_2024_p_307,VGT-2024-P-307,"TENDIDO DE FIBRA OPTICA SECTOR LAS COLINAS LOS POZONES, EDO. BARINAS (PALACIO FAJARDO)",BARINAS,BARINAS,andes,449,2024-03-01
vgt_2024_p_329,VGT-2024-P-329,TENDIDO DE FIBRA OPTICA SECTOR PEDRAZA LA VIEJA,BARINAS,EZEQUIEL ZAMORA,andes,151,2024-03-01
vgt_2024_p_336,VGT-2024-P-336,TENDIDO DE FIBRA OPTICA SECTOR ANDRES VARELA - 23 DE ENERO,BARINAS,CAPITAL,andes,151,2024-03-01
vgt_2024_p_338,VGT-2024-P-338,PROYECTO SAN ANTONIO DE PAJÉN,BARINAS,EZEQUIEL ZAMORA,andes,46,2024-04-02
vgt_2024_p_351,VGT-2024-P-351,PROYECTO EL CAMBUR,BARINAS,EZEQUIEL ZAMORA,andes,18,2024-04-02
vgt_2024_p_352,VGT-2024-P-352,PROYECTO GUACAS,BARINAS,ANDRES ELOY BLANCO,andes,297,2024-04-02
vgt_2024_p_492,VGT-2024-P-492,"TENDIDO DE FIBRA ÓPTICA SECTOR CAMPO ALEGRE - BORBURATA - OBISPOS, EDO. BARINAS",BARINAS,BARINAS / OBISPOS,andes,483,2024-05-29
vgt_2023_p_102,VGT-2023-P-102,TENDIDO FIBRA ÓPTICA SANTA BARBARA/ PUNTA DE PIEDRA - BOCONOITO,BARINAS,EZEQUIEL ZAMORA - ANTONIO JOSE DE SUCRE - PEDRAZA - BARINAS,andes,2166,2023-05-04
vgt_2024_p_331,VGT-2024-P-331,TENDIDO DE FIBRA ÓPTICA SECTOR CAPITANEJO,BARINAS,EZEQUIEL ZAMORA,andes,251,2024-03-15
vgt_2024_p_778,VGT-2024-P-778,PROYECTO RUTA FIBRA ÓPTICA SECTOR EL CANTON,BARINAS,ANDRES ELOY BLANCO,andes,219,2023-12-18
vgt_2024_p_1172,VGT-2024-P-1172,PROYECTO RUTA FIBRA ÓPTICA RED GPON LA GUACHARACA BARINAS,BARINAS,CRUZ PAREDES,andes,40,2024-09-13
vgt_2024_p_1181,VGT-2024-P-1181,RUTA FIBRA OPTICA RED GPON LOS MEREYES,BARINAS,CRUZ PAREDES,andes,37,2024-09-13
vgt_2024_p_1183,VGT-2024-P-1183,"RUTA FIBRA ÓPTICA 23 DE ENERO, SABANETA, EDO. BARINAS",BARINAS,ALBERTO TORREALBA,andes,62,2024-09-13
vgt_2024_p_1190,VGT-2024-P-1190,"RUTA FIBRA OPTICA ZONA CONTINENTAL, EDO. BARINAS",BARINAS,BARINAS,andes,36,2024-09-13
vgt_2024_p_1253,VGT-2024-P-1253,"RUTA FIBRA OPTICA SECTOR LA MULA, EDO. BARINAS",BARINAS,BARINAS,andes,335,2024-09-13
vgt_2024_p_1522,VGT-2024-P-1522,"RUTA FIBRA ÓPTICA URB. NUEVA BARINAS, CAPITAL, EDO. BARINAS",BARINAS,BARINAS,andes,61,2024-09-13
vgt_2024_p_826,VGT-2024-P-826,PROYECTO FIBRA ÓPTICA TRONCAL CIUDAD BOLIVIA,BARINAS,PEDRAZA,andes,92,2024-10-17
vgt_2024_p_966,VGT-2024-P-966,PROYECTO RED GPON LOS GUASIMITOS-PUEBLO OBRERO,BARINAS,OBISPOS,andes,485,2024-10-17
vgt_2024_p_1629,VGT-2024-P-1629,TENDIDO DE FIBRA ÓPTICA RED GPON 1RO DE DICIEMBRE,BARINAS,BARINAS,andes,464,2024-09-23
vgt_2024_p_1369,VGT-2024-P-1369,"PROYECTO BARINAS ZONA BAJA I, EDO. BARINAS VGT ASIGNADA",BARINAS,BARINAS,andes,252,2024-11-08
vgt_2024_p_2095,VGT-2024-P-2095,PROYECTO RED GPON BEJUCAL ALTO SABANETA ESTADO BARINAS,BARINAS,ALBERTO ARBELO TORREALBA,andes,115,2024-10-04
vgt_2024_p_2096,VGT-2024-P-2096,PROYECTO RED GPON BEJUCAL BAJO SABANETA ESTADO BARINAS,BARINAS,ALBERTO ARBELO TORREALBA,andes,142,2024-10-04
vgt_2024_p_623,VGT-2024-P-623,PROYECTO TRONCAL BARINAS CAMPO ALEGRE,BARINAS,BARINAS,andes,223,
vgt_2024_p_1001,VGT-2024-P-1001,PROYECTO SAN RAFAEL DE CANAGUA,BARINAS,PEDRAZA,andes,139,2024-05-27
vgt_2024_p_2026,VGT-2024-P-2026,PROYECTO TENDIDO DE FIBRA ÓPTICA AMPLIACION SABANETA I EDO. BARINAS,BARINAS,ALBERTO ARBELO TORREALBA,andes,46,2024-10-22
vgt_2024_p_2027,VGT-2024-P-2027,PROYECTO TENDIDO DE FIBRA ÓPTICA AMPLIACION SABANETA II,BARINAS,ALBERTO ARBELO TORREALBA,andes,177,2024-10-22
vgt_2024_p_2029,VGT-2024-P-2029,"PROYECTO TENDIDO DE FIBRA ÓPTICA RED GPON SANTA RITA, VÍA SABANETA, EDO. BARINAS",BARINAS,ALBERTO ARBELO TORREALBA,andes,29,2024-10-23
vgt_2024_p_2256,VGT-2024-P-2256,"RED GPON SECTOR EL RÍO I Y II, SANTA BÁRBARA, EDO. BARINAS",BARINAS,EZEQUIEL ZAMORA,andes,86,2024-11-21
vgt_2024_p_2258,VGT-2024-P-2258,"TENDIDO DE FIBRA ÓPTICA RED GPON SECTOR LAS MINAS DE ARENA II SANTA BARBARA, EDO. BARINAS",BARINAS,EZEQUIEL ZAMORA,andes,29,2024-11-21
vgt_2024_p_2257,VGT-2024-P-2257,"TENDIDO DE FIBRA ÓPTICA RED GPON SECTOR LAS MINAS DE ARENA I SANTA BARBARA, EDO BARINAS",BARINAS,EZEQUIEL ZAMORA,andes,32,2024-11-21
vgt_2024_p_2259,VGT-2024-P-2259,"TENDIDO DE FIBRA ÓPTICA RED GPON SECTOR SAN JOSE SANTA BARBARA, EDO BARINAS",BARINAS,EZEQUIEL ZAMORA,andes,51,2024-11-22
vgt_2024_p_2267,VGT-2024-P-2267,"TENDIDO DE FIBRA ÓPTICA RED GPON SECTOR CENTRO SANTA BARBARA, EDO. BARINAS",BARINAS,EZEQUIEL ZAMORA,andes,78,2024-11-22
vgt_2024_p_2265,VGT-2024-P-2265,SOLICITUD DE PERMISOLOGIA PROYECTO TRONCAL CENTRO,BARINAS,EZEQUIEL ZAMORA,andes,152,2024-11-22
vgt_2024_p_2383,VGT-2024-P-2383,TRONCAL BARINAS - BARINITAS,BARINAS,BARINAS,andes,404,2024-12-10
vgt_2024_p_2416,VGT-2024-P-2416,RED GPON SAN PEDRO AGUA Y DULCE,BARINAS,BOLIVAR,andes,252,2024-12-16
vgt_2024_p_2421,VGT-2024-P-2421,"RED GPON ZONA CENTRO, BARINITAS",BARINAS,BOLIVAR,andes,182,2024-12-16
vgt_2024_p_2445,VGT-2024-P-2445,"RED GPON EL JOBAL, OSPINO",BARINAS,BARINAS,andes,80,2024-12-17
vgt_2024_p_2451,VGT-2024-P-2451,TRONCAL RIO ACARIGUA - CEMENTERIO DE ACARIGUA,BARINAS,BARINAS,andes,138,2024-12-17
vgt_2024_p_2362,VGT-2024-P-2362,PROYECTO RED GPON LA CARAMUCA,BARINAS,BARINAS,andes,481,2024-12-05
