id,codigo,nombre,estado,municipio,region,cantidad_postes,fecha_autorizacion
vgt_2025_p_84,VGT-2025-P-84,RED GPON SANTA LUCIA,BARINAS,BARINAS,andes,145,2025-01-14
vgt_2025_p_83,VGT-2025-P-83,RED GPON SANTA INÉS,BARINAS,PEDRO FELIPE SOSA,andes,82,2025-01-14
vgt_2025_p_524,VGT-2025-P-524,"RED GPON CIUDAD BOLIVIA,   EDO. BARINAS",BARINAS,PEDRO FELIPE SOSA,andes,641,2025-02-14
vgt_2025_p_587,VGT-2025-P-587,RED GPON PUERTO DE NUTRIAS EDO. BARINAS,BARINAS,OBISPOS,andes,106,2025-03-31
vgt_2025_p_1562,VGT-2025-P-1562,"RED GPON CIUDAD DE NUTRIAS, EDO. BARINAS",BARINAS,BARINAS,andes,263,2025-03-31
vgt_2025_p_1622,VGT-2025-P-1622,"RED GPON GUASIMITO SECTOR BOLIVARIANO, EDO. BARINAS",BARINAS,ARISMENDI,andes,33,2025-03-19
vgt_2025_p_1632,VGT-2025-P-1632,"RED GPON GUASIMITO SECTOR EL HONGO, EDO. BARINAS",BARINAS,ANTONIO JOSE DE SUCRE,andes,30,2025-03-19
vgt_2025_p_1689,VGT-2025-P-1689,"RED GPON ARISMENDI, EDO. BARINAS -",BARINAS,ANTONIO JOSE DE SUCRE,andes,362,2025-03-27
vgt_2025_p_1728,VGT-2025-P-1728,"RED GPON SOCOPO ETAPA IV, EDO. BARINAS",BARINAS,BOLIVAR,andes,584,2025-04-02
vgt_2025_p_1727,VGT-2025-P-1727,"RED GPON SOCOPO ETAPA III, EDO. BARINAS",BARINAS,BOLIVARIANO DE ANUSTRIA,andes,353,2025-04-02
vgt_2025_p_1875,VGT-2025-P-1875,"RED GPON SECTOR ALTAMIRA, EDO. BARINAS",BARINAS,BOLIVAR,andes,396,2025-04-21
vgt_2025_p_1908,VGT-2025-P-1908,"RED GPON ZONA SUR RAUL LEONI, EDO. BARINAS -",BARINAS,BARINAS,andes,316,2025-04-22
vgt_2023_p_1038,VGT-2023-P-1038,PROYECTO NUEVO GUASDUALITO SECTOR CENTRO,APURE,PAEZ,andes,247,2023-10-06
vgt_2023_p_1370,VGT-2023-P-1370,PROYECTO TRONCAL GUASDUALITO EL AMPARO,APURE,PAEZ,andes,219,2023-11-30
vgt_2023_p_990,VGT-2023-P-990,TENDIDO DE FIBRA OPTICA GUASDUALITO,APURE,PAEZ,andes,143,2023-11-30
vgt_2024_p_58,VGT-2024-P-58,TENDIDO DE FIBRA OPTICA TRAMO SECTOR EL NULA,APURE,PAEZ,andes,285,2024-03-01
vgt_2024_p_718,VGT-2024-P-718,TENDIDO DE FIBRA ÓPTICA TRONCAL NARANAJALES – EL NULA,APURE,AYACUCHO - PAEZ,andes,250,2024-05-29
vgt_2024_p_2023,VGT-2024-P-2023,PROYECTO TENDIDO DE FIBRA ÓPTICA RED GPON GUASDUALITO FASE III,APURE,PAEZ,andes,206,2024-11-28
vgt_2024_p_2269,VGT-2024-P-2269,SOLICITUD DE PERMISOLOGIA PROYECTO RED GPON MANTECAL,APURE,MUÑOZ,andes,273,2024-11-22
vgt_2024_p_971,VGT-2024-P-971,RUTA FIBRA ÓPTICA GUASDUALITO MORRONES,APURE,PAEZ,andes,145,2024-05-21
vgt_2024_p_2275,VGT-2024-P-2275,SOLICITUD DE PERMISOLOGIA PROYECTO RED GPON ELORZA,APURE,ROMULO GALLEGOS,andes,636,2024-11-22
vgt_2025_p_42,VGT-2025-P-42,RED GPON LA TRINIDAD DE ORICHUNA,APURE,ROMULO GALLEGOS,andes,88,2025-01-08
vgt_2025_p_291,VGT-2025-P-291,RED GPON RED GPON GUASDUALITO FASE IV,APURE,PAEZ,andes,103,2025-02-04
vgt_2025_p_377,VGT-2025-P-377,"RED GPON RED GPON AV ACUEDUCTO, SAN FRANCISCO Y FE Y ALEGRIA, GUASDUALITO, EDO. APURE",APURE,PAEZ,andes,272,2025-02-11
vgt_2025_p_540,VGT-2025-P-540,"RED GPON ACHAGUAS, EDO. APURE",APURE,ACHAGUAS,andes,602,2025-02-24
vgt_2025_p_541,VGT-2025-P-541,"RED GPON APURITO, EDO. APURE",APURE,ACHAGUAS,andes,90,2025-02-25
vgt_2025_p_542,VGT-2025-P-542,"RED GPON EL SAMAN, EDO. APURE",APURE,ACHAGUAS,andes,132,2025-02-25
vgt_2025_p_1559,VGT-2025-P-1559,"RED GPON BRUZUAL, EDO. APURE",APURE,MUÑOZ,andes,179,2025-03-31
vgt_2025_p_599,VGT-2025-P-599,"TRONCAL GUÁRICO- TOCUYO, EDO. LARA",LARA,MORAN,andes,255,2025-03-31
vgt_2025_p_606,VGT-2025-P-606,TRONCAL BARQUISIMETO- QUIBOR. EDO LARA,LARA,IRRIBARREN - JIMENEZ,andes,531,2025-03-31
vgt_2025_p_849,VGT-2025-P-849,TRONCAL QUIBOR - TOCUYO. EDO LARA,LARA,JIMENEZ - MORAN,andes,317,2025-03-31
vgt_2025_p_868,VGT-2025-P-868,"TRONCAL QUIBOR - SANARE, EDO. LARA",LARA,JIMENEZ - ANDRES ELOY BLANCO,andes,277,2025-03-31
vgt_2025_p_1614,VGT-2025-P-1614,"RED GPON HUMOCARO BAJO, EDO LARA",LARA,MORAN,andes,97,2025-04-02
vgt_2025_p_1613,VGT-2025-P-1613,"RED GPON HUMOCARO ALTO, EDO LARA",LARA,MORAN,andes,99,2025-04-02
vgt_2025_p_1704,VGT-2025-P-1704,"RED GPON SANARE ETAPA I, EDO. LARA",LARA,ANDRES ELOY BLANCO,andes,165,2025-03-31
vgt_2025_p_1839,VGT-2025-P-1839,"RED GPON QUIBOR ETAPA I, EDO. LARA -",LARA,JIMENEZ,andes,341,2025-04-10
vgt_2025_p_1917,VGT-2025-P-1917,"TOCUYO ETAPA I, EDO. LARA -",LARA,MORAN,andes,447,2025-04-23
vgt_2025_p_1918,VGT-2025-P-1918,"TOCUYO ETAPA II, EDO. LARA -",LARA,MORAN,andes,173,2025-04-23
vgt_2025_p_1675,VGT-2025-P-1675,"RED GPON EL BAUL, EDO. COJEDES",COJEDES,COJEDES,andes,355,2025-07-26
vgt_2025_p_1857,VGT-2025-P-1857,"RED GPON TINAQUILLO ETAPA I, EDO. COJEDES",COJEDES,COJEDES,andes,643,2025-04-14
vgt_2025_p_3155,VGT-2025-P-3155,RED GPON SAN CARLOS ETAPA 2 EDO. COJEDES -,COJEDES,,andes,901,2025-09-18
vgt_2025_p_3156,VGT-2025-P-3156,RED GPON SAN CARLOS CASCO CENTRAL ETAPA 1 EDO. COJEDES -,COJEDES,,andes,440,2025-09-18
vgt_2023_p_0254,VGT-2023-P-0254,LAS MINAS DE BARUTA,MIRANDA,,andes,49,2022-08-19
vgt_2024_p_195,VGT-2024-P-195,27 DE FEBRERO MENCA  (EN ESPERA DE RESPUESTA),MIRANDA,SE SOLICITO DESINCORPORACION,andes,60,2024-02-28
vgt_2024_p_211,VGT-2024-P-211,RED GPON TRAPICHITO,MIRANDA,,andes,125,2024-02-29
vgt_2023_p_118,VGT-2023-P-118,CAMBIO DE FIBRA SANTA TERESA- OCUMARE DEL TUY,MIRANDA,,andes,360,2023-04-13
vgt_2023_p_401,VGT-2023-P-401,PROYECTO DE RED GPON GUARENAS,MIRANDA,,andes,277,2023-05-17
vgt_2023_p_119,VGT-2023-P-119,PROYECTO TRONCAL TURUMO - SANTA LUCIA - SANTA TERESA,MIRANDA,,andes,713,2023-04-13
vgt_2023_p_139,VGT-2023-P-139,PROYECTO TORUMO - BARUTA,MIRANDA,,andes,571,2023-05-04
vgt_2023_p_736,VGT-2023-P-736,PROYECTO DE RED GPON GUATIRE,MIRANDA,,andes,1364,2023-07-27
vgt_2023_p_157,VGT-2023-P-157,CAMBIO DE FIBRA TRONCAL TORUMO - PETARE,MIRANDA,,andes,207,2023-05-17
vgt_2023_p_472,VGT-2023-P-472,PROYECTO DE RED GPON OCUMARE,MIRANDA,,andes,1962,2023-05-31
vgt_2023_p_474,VGT-2023-P-474,PROYECTO DE RED GPON VALLES DEL TUY,MIRANDA,,andes,1627,2023-05-31
vgt_2023_p_471,VGT-2023-P-471,PROYECTO YARE MIRANDA,MIRANDA,,andes,374,2023-05-25
vgt_2023_p_306,VGT-2023-P-306,TENDIDO DE FIBRA CAMBIO DE TECNOLOGIA HOLLO DE LA PUERTA,MIRANDA,,andes,170,2023-05-25
vgt_2023_p_156,VGT-2023-P-156,CAMBIO DE FIBRA TRONCAL TORUMO - GUATIRE,MIRANDA,,andes,543,
vgt_2023_p_1621,VGT-2023-P-1621,RED GPON CIUDAD BELEN,MIRANDA,,andes,126,2024-01-24
vgt_2023_p_737,VGT-2023-P-737,PROYECTO DE RED GPON MUNICIPIO SUCRE,MIRANDA,,andes,1987,2023-07-27
vgt_2024_p_167,VGT-2024-P-167,PROYECTO RED GPON LA PALOMERA - BARUTA,MIRANDA,,andes,67,2024-02-26
vgt_2024_p_198,VGT-2024-P-198,PROYECTO RED GPON CASCO CENTRAL - BARUTA,MIRANDA,,andes,123,2024-04-30
vgt_2024_p_292,VGT-2024-P-292,PROYECTO DE RED GPON VALLE ARRIBA,MIRANDA,EZEQUIEL ZAMORA,andes,272,2024-03-01
vgt_2024_p_493,VGT-2024-P-493,RED GPON LA COMUNIDAD - COLINA FELIZ - TAMARINDO,MIRANDA,,andes,229,2024-05-29
vgt_2024_p_436,VGT-2024-P-436,PROYECTO RED GPON EL PEÑON PLACER DE MARÍAS Y MANZANARES,MIRANDA,,andes,103,2024-04-30
vgt_2023_p_305,VGT-2023-P-305,CAMBIO DE TECNOLOGÍA SAN AGUSTÍN DEL SUR,MIRANDA,,andes,180,2023-05-08
vgt_2024_p_1361,VGT-2024-P-1361,RED GPON SAN MARTÍN - EL GUARATARO,MIRANDA,EN PROCESO DE DESINCORPORACION (VGT-2024-DP-032),andes,253,2023-12-04
vgt_2024_p_1180,VGT-2024-P-1180,TENDIDO DE FIBRA ÓPTICA PROYECTO DE RED GPON CAMPO RICO,MIRANDA,MIRANDA,andes,119,2024-09-09
vgt_2024_p_1207,VGT-2024-P-1207,RED GPON CALVARIO GUACARAPA,MIRANDA,,andes,303,2024-10-03
vgt_2024_p_1410,VGT-2024-P-1410,RED GPON VISTA HERMOSA - GUARENAS,MIRANDA,,andes,79,2024-10-03
vgt_2024_p_1095,VGT-2024-P-1095,RUTA FIBRA OPTICA RED GPON OROPEZA CASTILLO GUARENAS,MIRANDA,,andes,215,2024-11-28
vgt_2024_p_2011,VGT-2024-P-2011,PROYECTO FIBRA OPTICA TRONCAL PASEO TUY-SAN FRANCISCO DE YARE,MIRANDA,,andes,235,2024-09-17
vgt_2024_p_1981,VGT-2024-P-1981,TENDIDO DE FIBRA ÓPTICA RED GPON LA AGUADA,MIRANDA,,andes,251,2023-04-13
vgt_2024_p_2189,VGT-2024-P-2189,PROYECTO RED GGPON MINAS DE BARUTA,MIRANDA,,andes,322,2024-10-10
vgt_2024_p_2213,VGT-2024-P-2213,RED GPON LAS CLAVELLINAS,MIRANDA,,andes,249,2024-11-08
vgt_2025_p_47,VGT-2025-P-47,"TRONCAL CÚA - OCUMARE, EDO. MIRANDA",MIRANDA,MIRANDA,andes,149,2025-01-09
vgt_2025_p_49,VGT-2025-P-49,"RED GPON LECUMBERRY - CÚA, EDO. MIRANDA",MIRANDA,,andes,147,2025-01-10
vgt_2025_p_365,VGT-2025-P-365,"TRONCAL LA VIRGEN - LOS TEQUES, EDO. MIRANDA",MIRANDA,,andes,90,2025-02-11
vgt_2025_p_127,VGT-2025-P-127,RED GPON SALAMANCA - CÚA,MIRANDA,,andes,133,2025-01-16
vgt_2024_p_2392,VGT-2024-P-2392,PROYECTO RED GPON SAN PEDRO - LOS TEQUES,MIRANDA,,andes,124,2024-12-11
vgt_2025_p_1819,VGT-2025-P-1819,"RED GPON CASCO CENTRAL - CUA, EDO. MIRANDA",MIRANDA,,andes,157,2025-04-09
vgt_2025_p_2032,VGT-2025-P-2032,"RED GPON URB. INDUSTRIAL MARIN - CUA, EDO. MIRANDA",MIRANDA,MIRANDA,andes,53,2025-05-12
vgt_2025_p_2034,VGT-2025-P-2034,"RED GPON COLINAS DE SANTA BARBARA - CUA, EDO. MIRANDA",MIRANDA,MIRANDA,andes,41,2025-05-12
vgt_2025_p_1999,VGT-2025-P-1999,"RED GPON SECTOR SAN VICENTE, EDO. ARAGUA",MIRANDA,,andes,456,2025-05-07
vgt_2025_p_2040,VGT-2025-P-2040,"RED GPON SANTA CRUZ - CUA, EDO. MIRANDA",MIRANDA,,andes,127,2025-05-13
vgt_2025_p_2049,VGT-2025-P-2049,"RED GPON EL CONDE - CUA, EDO. MIRANDA",MIRANDA,MIRANDA,andes,60,2025-05-13
vgt_2025_p_2051,VGT-2025-P-2051,"TRONCAL AV BERMUDEZ - LOS JAVILLOS, EDO. ARAGUA",MIRANDA,MIRANDA,andes,164,2025-05-13
vgt_2025_p_2159,VGT-2025-P-2159,"RED GPON CAÑA DE AZUCAR, EDO. ARAGUA",MIRANDA,ARAGUA,andes,330,2025-05-21
vgt_2025_p_1972,VGT-2025-P-1972,"RED GPON BARRIO ANDRÉS ELOY BLANCO, EDO. ARAGUA",MIRANDA,,andes,146,2025-06-26
vgt_2025_p_2019,VGT-2025-P-2019,"RED GPON CARTANAL, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,678,2025-05-09
vgt_2025_p_2685,VGT-2025-P-2685,"RED GPON CASCO CENTRAL SANTA TERESA, EDO. MIRANDA",MIRANDA,MIRANDA,andes,414,2025-08-07
vgt_2025_p_3027,VGT-2025-P-3027,"CHARALLAVE CASCO CENTRAL, EDO. MIRANDA",MIRANDA,MIRANDA,andes,466,2025-09-11
vgt_2025_p_3057,VGT-2025-P-3057,"RED GPON SECTOR CHUPULUM, CHARALLAVE, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,220,2025-09-16
vgt_2025_p_3121,VGT-2025-P-3121,"TRONCAL EL ALGARROBO - CHARALLAVE, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,110,2025-09-26
vgt_2025_p_3119,VGT-2025-P-3119,"RED GPON SANTA LUCIA, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,408,2025-09-26
vgt_2025_p_3638,VGT-2025-P-3638,"RED GPON LOS OLIVOS CHARALLAVE, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,179,2025-12-04
vgt_2025_p_3645,VGT-2025-P-3645,"RED GPON TIERRA BLANCA CHARALLAVE, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,159,2025-12-04
vgt_2025_p_3577,VGT-2025-P-3577,"RED GPON EL CAOBAL CHARALLAVE, EDO. MIRANDA",MIRANDA,MIRANDA,andes,157,2025-11-26
vgt_2025_p_3387,VGT-2025-P-3387,"RED GPON ANTIMANO, DTTO. CAPITAL",MIRANDA,DTTO. CAPITAL,andes,270,2025-11-04
vgt_2025_p_3112,VGT-2025-P-3112,"RED GPON LAS CASITAS LA VEGA, DTTO. CAPITAL 2025 -",MIRANDA,DTTO. CAPITAL,andes,482,2025-09-25
vgt_2025_p_3576,VGT-2025-P-3576,"RED GPON LOS NISPEROS - MAMERA ANTIMANO, DTTO. CAPITAL -",MIRANDA,DTTO. CAPITAL,andes,398,2025-11-26
vgt_2025_p_3068,VGT-2025-P-3068,"TRONCAL CHARALLAVE, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,111,2025-09-17
vgt_2025_p_3080,VGT-2025-P-3080,"RED GPON SECTOR LA ESTREELLA, CHARALLAVE, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,210,2025-09-19
vgt_2025_p_3056,VGT-2025-P-3056,"SOLICITUD DE PERMISOLOGIA PROYECTO TRONCAL CHARALLAVE - CAUJARITO, EDO. MIRANDA",MIRANDA,MIRANDA,andes,184,2025-03-05
vgt_2026_p_171,VGT-2026-P-171,"PROYECTO RED GPON EL ALGARROBO CHARALLAVE, EDO. MIRANDA",MIRANDA,MIRANDA,andes,209,2026-02-12
vgt_2026_p_599,VGT-2026-P-599,"PROYECTO RED GPON SECTOR TERMINAL DE ORIENTE - PETARE, EDO. MIRANDA",MIRANDA,MIRANDA,andes,115,2026-05-05
vgt_2025_p_101,VGT-2025-P-101,TRONCAL SUBTERRANEA LEBRUN - CASCO HISTORICO,MIRANDA,MIRANDA,andes,2,2026-05-11
vgt_2026_p_622,VGT-2026-P-622,"PROYECTO RED GPON URBANIZACION EL JOBITO, EDO. MIRANDA -",MIRANDA,MIRANDA,andes,21,2026-05-11
vgt_2026_p_627,VGT-2026-P-627,"PROYECTO RED GPON EL ROSARIO, STA LUCIA, EDO. MIRANDA (REGULARIZACIÓN)",MIRANDA,MIRANDA,andes,340,2026-05-11
vgt_2023_p_168,VGT-2023-P-168,CONSTRUCCIÓN DE RED GPON EN EL VALLE.,DTO. CAPITAL,,andes,700,2024-11-15
vgt_2023_p_122,VGT-2023-P-122,PROYECTO SARRIA - COTIZA - MECEDORES,DTO. CAPITAL,,andes,407,2023-04-13
vgt_2023_p_446,VGT-2023-P-446,PROYECTO DE RED GPON COTA 905,DTO. CAPITAL,,andes,262,2023-05-17
vgt_2023_p_738,VGT-2023-P-738,PROYECTO DE RED GPON LAS MAYAS,DTO. CAPITAL,,andes,95,2023-07-27
vgt_2023_p_164,VGT-2023-P-164,CONSTRUCCIÓN DE RED GPON EN COCHECITO,DTO. CAPITAL,,andes,500,2023-04-13
vgt_2023_p_1359,VGT-2023-P-1359,PROYECTO SARRIA,DTO. CAPITAL,,andes,453,2023-11-16
vgt_2023_p_1380,VGT-2023-P-1380,RED GPON URB. LA RINCONADA,DTO. CAPITAL,,andes,47,2023-12-04
vgt_2023_p_177,VGT-2023-P-177,PROYECTO EL CEMENTERIO,DTO. CAPITAL,,andes,372,2023-04-13
vgt_2023_p_1579,VGT-2023-P-1579,RED GPON CALLE 14 EL VALLE,DTO. CAPITAL,,andes,14,2024-01-24
vgt_2023_p_1574,VGT-2023-P-1574,TRONCAL AV. FUERZAS ARMADAS - SAN MARTÍN,DTO. CAPITAL,,andes,65,2024-01-24
vgt_2024_p_121,VGT-2024-P-121,PROYECTO TRONCAL MIRAFLORES - MECEDORES,DTO. CAPITAL,,andes,121,2024-02-01
vgt_2024_p_84,VGT-2024-P-84,PROYECTO SUSTITUCIÓN DE TRAMO FO TRONCAL AV. VALLE - COCHE,DTO. CAPITAL,LIBERTADOR,andes,25,2024-01-30
vgt_2023_p_1554,VGT-2023-P-1554,PROYECTO RED GPON ALCABALA 4 (CIUDAD TIUNA).,DTO. CAPITAL,,andes,53,2024-03-20
vgt_2023_p_155,VGT-2023-P-155,PROYECTO TRONCAL BARUTA EL VALLE,DTO. CAPITAL,,andes,163,2023-05-04
vgt_2023_p_992,VGT-2023-P-992,PROYECTO CIUDAD CARIBIA EN PROCESO DE DESINCORPORACION  (EN ESPERA DE RESPUESTA),DTO. CAPITAL,,andes,56,2023-10-17
vgt_2024_p_389,VGT-2024-P-389,PROYECTO DE RED GPON TURMERITO PARTE BAJA,DTO. CAPITAL,,andes,38,2024-03-11
vgt_2024_p_158,VGT-2024-P-158,TRAMO RUTA SUBTERRÁNEA TRONCAL VALLE COCHE,DTO. CAPITAL,,andes,2,2024-04-29
vgt_2024_pr_672,VGT-2024-PR-672,RED GPON  SAN MIGUEL- PETARE,DTO. CAPITAL,,andes,35,2023-11-01
vgt_2024_p_751,VGT-2024-P-751,PROYECTO DE RED GPON BOLEITA LA LUCHA,DTO. CAPITAL,,andes,150,2024-08-13
vgt_2024_p_1013,VGT-2024-P-1013,PROYECTO DE RED GPON  CANDELARIA,DTO. CAPITAL,DTTO. CAPITAL,andes,75,2024-05-01
vgt_2024_p_1407,VGT-2024-P-1407,TRONCAL AÉREA SARRIA - CAÑICITO,DTO. CAPITAL,,andes,125,2024-10-17
vgt_2024_pr_689,VGT-2024-PR-689,PROYECTO DE RED GPON BLANQUITA PEREZ,DTO. CAPITAL,LA GUAIRA,andes,67,2024-10-17
vgt_2024_pr_670,VGT-2024-PR-670,TRONCAL TANAGUARENAS,DTO. CAPITAL,,andes,54,2024-10-17
vgt_2024_p_1418,VGT-2024-P-1418,SOLICITUD DE PERMISOLOGIA  PARA PROYECTO RED GPON NAIGUATA,DTO. CAPITAL,LA GUAIRA,andes,378,2024-07-26
vgt_2024_p_1663,VGT-2024-P-1663,PROYECTO TRONCAL SARRIA- TELEFERICO,DTO. CAPITAL,LIBERTADOR/DTTO. CAPITAL,andes,67,2024-09-05
vgt_2024_p_2389,VGT-2024-P-2389,PROYECTO TRONCAL TAZON - HOYO DE LA PUERTA,DTO. CAPITAL,DTTO. CAPITAL,andes,43,2024-10-12
vgt_2024_p_1528,VGT-2024-P-1528,"PROYECTO RED GPON SAN AGUSTÍN DEL SUR, MCPO LIBERTADOR, DTTO. CAPITAL.",DTO. CAPITAL,LIBERTADOR,andes,192,2024-08-14
vgt_2025_p_464,VGT-2025-P-464,"RED GPON BARRIO EL AMPARO - CATIA, EDO. DTTO CAPITAL",DTO. CAPITAL,DTTO. CAPITAL,andes,172,2025-02-18
vgt_2025_p_221,VGT-2025-P-221,"TRONCAL CATIA - EL JUNQUITO, EDO. DTTO CAPITAL",DTO. CAPITAL,DTTO. CAPITAL,andes,278,2025-01-29
vgt_2025_p_2836,VGT-2025-P-2836,"RED GPON CARAPITA PARTE BAJA, DTTO. CAPITAL",DTO. CAPITAL,DTTO. CAPITAL,andes,396,2025-06-09
vgt_2023_p_101,VGT-2023-P-101,RUTA F.O CABLE NORTE CARACAS - GLOBALNET,DTO. CAPITAL,,andes,75,
vgt_2025_p_2616,VGT-2025-P-2616,"RED GPON SECTOR LA CASONA, DTTO. CAPITAL -",DTO. CAPITAL,DTTO. CAPITAL,andes,183,2025-07-30
vgts_2024_268,VGTS-2024-268,Tramo Subterraneo Boleita La Lucha,MIRANDA,SUCRE,general,2234,2024-05-23
vgts_2024_054,VGTS-2024-054,Tramo Ruta Subterránea Troncal Valle Coche,DTTO. CAPITAL,LIBERTADOR,general,606,2024-03-18
vgts_2024_282,VGTS-2024-282,Troncal Subterranea Sarria- cotiza,DTTO. CAPITAL,,general,1687,2024-06-06
vgts_2024_470,VGTS-2024-470,Proyecto Troncal Subterránea Sarria – Cañicito (74 Tanquillas),DTTO. CAPITAL,,general,3500,2024-10-04
vgts_2025_213,VGTS-2025-213,"TRONCAL SUBTERRANEA CC VALLE - COCHE, DTTO CAPITAL",Distrito Capital,,general,1500,2025-04-22
vgts_2025_424,VGTS-2025-424,"TRONCAL SECTOR LEBRUN - CC LA URBINA, EDO. MIRANDA",MIRANDA,sucre,general,1444,2025-08-08
vgts_2025_025,VGTS-2025-025,TRONCAL SUBTERRANEA LEBRUN - CASCO HISTORICO,MIRANDA,Libertador,general,800,2025-01-15
vgts_2025_266,VGTS-2025-266.,"TRONCAL SUBTERRANEA CALLE 1 - CALLE 18 EL VALLE, DTTO. CAPITAL",Distrito Capital,Libertador,general,1800,2025-05-23
